ages,gender,religion,role,agr_bhv,rel_fnt,hst_twd_for,lvl_rct_act,crt_agr_lvl,rel_agr,is_current_threat,prob_threat
31,0,0,1,0.273130333,0.413173657,0.741613524,0.419213715,0.663417712,0.15447335,0,0.140036273
34,0,0,1,0.21841977,0.546733557,0.198991242,0.109182943,0.60106058,0.163462705,0,0.546615558
33,0,0,0,0.264561235,0.524588665,0.843865886,0.441917967,0.701553737,0.189974853,0,0.429295077
22,0,0,0,0.282324835,0.472280583,0.074431274,0.653492207,0.557952651,0.18251568,0,0.124620855
34,0,0,0,0.51289084,0.568050062,0.183697069,0.466362679,0.504270966,0.398806805,0,0.41977937
25,0,0,0,0.429019169,0.406456858,0.021269909,0.288375528,0.079117541,0.238694361,0,0.364553063
42,0,0,0,0.155543573,0.671415907,0.307559666,0.177116139,0.27970125,0.14295347,0,0.197631279
38,0,1,0,0.075485716,0.347515719,0.317549468,0.302645703,0.972712942,0.035907919,0,0.340852043
31,0,1,0,0.541104035,0.542803642,0.277466109,0.422800605,0.945934006,0.402044876,0,0.338371827
31,0,0,0,0.000537913,0.656074953,0.451423153,0.009633021,0.064715525,0.000483077,0,0.685535814
43,0,0,0,0.144248265,0.714347902,0.61156948,0.007844131,0.910574909,0.141049443,0,0.096242505
27,0,0,0,0.310816183,0.44893465,0.335441422,0.243909342,0.669412187,0.19100193,0,0.43011927
36,0,0,0,0.656254814,0.639774313,0.568234186,0.206669676,0.838283771,0.574712057,0,0.039567475
38,0,1,0,0.464859603,0.579821748,0.381861199,0.176541307,0.229638744,0.368949829,0,0.413157465
41,0,0,0,0.339307767,0.579082664,0.461773341,0.683634354,0.922972006,0.26895856,0,0.985395167
36,1,0,1,0.310392377,0.407316136,0.714317358,0.528829103,0.556071774,0.173058792,0,0.628900762
32,0,0,0,0.525815642,0.49029873,0.302205196,0.528629523,0.497437168,0.352894814,0,0.072484868
31,0,0,0,0.04987952,0.52593353,0.133108004,0.264137283,0.222196343,0.035909068,0,0.002459182
34,0,0,2,0.385016111,0.524887975,0.004452624,0.06069252,0.146170921,0.276628252,0,0.25174238
41,0,0,1,0.823278609,0.333223663,0.560366447,0.166718951,0.548235154,0.375520519,0,0.30479683
37,0,0,0,0.478312752,0.755401976,0.779469623,0.682281079,0.659487281,0.494585162,0,0.059521772
30,1,0,0,0.195028015,0.705523151,0.040851807,0.428418821,0.301087392,0.188347247,0,0.444772599
41,0,0,1,0.224530463,0.425171077,0.189380833,0.173711251,0.418637814,0.130674243,0,0.525544892
31,0,1,1,0.34242941,0.430382558,0.333074177,0.517732351,0.047682851,0.201732897,0,0.613272567
36,0,0,3,0.29816551,0.490419824,0.293775824,0.385129724,0.742124346,0.200159602,0,0.538561999
35,0,1,1,0.285891437,0.557827159,0.366151049,0.689735826,0.463648079,0.218299032,0,0.542707304
38,0,0,0,0.552983346,0.625987295,0.31159181,0.472831611,0.315495176,0.473836571,0,0.614569094
36,0,0,0,0.356839048,0.35252138,0.327709358,0.084064769,0.411163852,0.172190363,0,0.078095816
29,0,0,3,0.437209311,0.433524243,0.578081162,0.114663908,0.358481065,0.259450073,0,0.518666337
38,0,0,0,0.392417763,0.43503701,0.177396122,0.336193185,0.883721095,0.233682327,0,0.188536405
27,1,1,0,0.436974808,0.238638997,0.383246877,0.065514196,0.385765281,0.142741029,0,0.115960728
38,0,0,1,0.263722638,0.298731292,0.465861249,0.24477309,0.747259918,0.107839815,0,0.071276081
41,0,0,1,0.119878136,0.596172743,0.710082986,0.219655174,0.009725852,0.097827984,0,0.067717822
40,0,0,0,0.332379101,0.716808208,0.425427729,0.332615066,0.465505913,0.326127698,0,0.362509643
41,0,0,1,0.502974176,0.856279669,0.250314726,0.055206697,0.319522244,0.589538709,0,0.333525337
42,0,1,0,0.069070541,0.332670355,0.52190393,0.685416193,0.949170452,0.031452703,0,0.168206657
24,0,0,1,0.557236273,0.745522101,0.342563369,0.472866147,0.048959934,0.568657678,0,0.251797894
37,0,0,0,0.267286734,0.609223562,0.521476602,0.487522065,0.855120947,0.222897451,0,0.104562536
37,0,0,0,0.534488494,0.522582814,0.46643279,0.134782208,0.131267441,0.382335382,0,0.130620919
32,0,1,2,0.175303399,0.509223208,0.282121603,0.256551215,0.445412771,0.122193901,0,0.171008039
33,0,0,0,0.42285136,0.434652961,0.520646702,0.128318465,0.654949195,0.251583051,0,0.43429672
41,0,1,0,0.288170992,0.599669545,0.354494959,0.263721346,0.219439187,0.236544721,0,0.0828385
34,0,0,3,0.255507103,0.484532695,0.075929772,0.28806741,0.132104164,0.169463851,0,0.076712936
38,0,0,0,0.07420601,0.28916837,0.278866017,0.14888355,0.539925653,0.029372497,0,0.281051609
46,0,0,0,0.44200041,0.66340159,0.34569877,0.533657899,0.562736918,0.401374877,0,0.482845209
32,0,0,2,0.018771297,0.422928122,0.670244364,0.209997186,0.58074878,0.010867055,0,0.749100733
32,0,0,2,0.305680582,0.524583401,0.795904626,0.525992958,0.950415819,0.219499433,0,0.016807115
36,0,0,0,0.013822337,0.340474632,0.394915546,0.692153408,0.804613622,0.006441948,0,0.334800481
43,0,0,1,0.11257874,0.656562002,0.097248848,0.034785173,0.465786427,0.101177311,0,0.235144528
31,0,0,0,0.078681253,0.446300057,0.13998765,0.521386565,0.668023713,0.048067243,0,0.038115732
28,0,0,2,0.390078895,0.362279728,0.388166319,0.334509799,0.026289001,0.193440539,0,0.327530978
34,1,0,0,0.258558754,0.575218549,0.252112369,0.511241657,0.530079153,0.203583762,0,0.394993065
40,0,0,2,0.633780893,0.525271759,0.178678215,0.068774337,0.587868664,0.455694933,0,0.003114336
50,0,0,0,0.355075283,0.623242278,0.15550295,0.12172746,0.483051089,0.302920283,0,0.276041855
38,0,1,1,0.031849502,0.56842783,0.277327652,0.181913864,0.514688389,0.02478158,0,0.051190551
37,0,0,0,0.397932394,0.485475574,0.228665506,0.020037401,0.810837966,0.264440326,0,0.633893624
34,0,0,0,0.796744522,0.279245793,0.086818077,0.220390978,0.188998346,0.304548687,0,0.438274817
30,0,0,0,0.370097708,0.682431081,0.157666806,0.230750694,0.555891157,0.34572135,0,0.394355654
31,0,0,0,0.279734206,0.338702005,0.261950898,0.495364617,0.072933322,0.129692347,0,0.092127282
29,0,1,0,0.346122476,0.349204074,0.082390987,0.307265036,0.602443694,0.165447462,0,0.040477432
39,0,0,2,0.317112015,0.670857384,0.567100196,0.543762566,0.378466954,0.291201702,0,0.367974039
35,0,0,1,0.408740772,0.577137034,0.55543717,0.580901688,0.514033071,0.322907335,0,0.370925723
32,0,0,1,0.153912487,0.580028776,0.384132105,0.557911942,0.312805079,0.122200899,0,0.286434315
31,0,0,1,0.440492321,0.522002123,0.587278059,0.669914702,0.416840633,0.314747013,0,0.284754165
42,0,0,0,0.18503512,0.432120555,0.468239972,0.67560399,0.847485289,0.109448572,0,0.15754341
29,0,1,1,0.694497677,0.447286349,0.108643074,0.395686933,0.219689721,0.425213895,0,0.347951537
26,1,0,1,0.149431714,0.619734952,0.271757624,0.061245911,0.869799001,0.126765121,0,0.368218253
33,0,0,0,0.404217988,0.510421935,0.140608692,0.069204543,0.717686062,0.28242034,0,0.23241229
35,0,0,0,0.019493995,0.393246614,0.211457849,0.012460516,0.42384851,0.010493415,0,0.554874145
40,0,0,0,0.579438065,0.534017056,0.664079954,0.059759306,0.654124387,0.423558261,0,0.015682359
42,0,1,0,0.456533837,0.585543865,0.42810034,0.091512533,0.62706025,0.365917696,0,0.185031034
39,0,1,0,0.631821471,0.529767054,0.56645601,0.767274305,0.607245125,0.458173886,1,0.854222342
29,0,0,0,0.448833489,0.461781088,0.547936046,0.124320722,0.591190911,0.283708536,0,0.33553532
34,0,0,0,0.267144162,0.274756748,0.082714288,0.509401816,0.614428518,0.100472003,0,0.365459044
36,0,0,0,0.388133077,0.688361702,0.314810625,0.444186734,0.404696685,0.365719705,0,0.445538918
46,0,1,3,0.178275622,0.623339762,0.171657696,0.533959312,0.415272513,0.152113513,0,0.227475321
32,0,0,0,0.316779476,0.592559537,0.469962343,0.280469826,0.410126884,0.256944919,0,0.56610824
39,0,0,0,0.182476619,0.70102565,0.249140349,0.364442172,0.947307087,0.175102417,0,0.532652067
33,0,0,2,0.268740125,0.562762748,0.272051167,0.527223936,0.474066436,0.207018359,0,0.22551521
32,0,0,0,0.687592928,0.71879305,0.383418768,0.939499114,0.256520537,0.67652878,0,0.283737697
44,0,0,1,0.222689299,0.517619047,0.564838799,0.33885241,0.210580669,0.157783143,0,0.158305579
41,0,0,3,0.221433877,0.593754733,0.161081085,0.916020862,0.795633959,0.179970845,1,0.923857228
39,0,0,2,0.471913691,0.536458851,0.754587451,0.184030223,0.85748367,0.346537309,0,0.605540703
30,0,0,0,0.474006787,0.233449066,0.074070287,0.122320783,0.662236452,0.151470377,0,0.455251323
36,0,0,2,0.318701969,0.293606074,0.603217119,0.340367614,0.118786118,0.128085742,0,0.117384853
33,0,0,0,0.257180521,0.742273227,0.435855663,0.373662998,0.161611368,0.261308101,0,0.050394665
43,0,0,0,0.114727778,0.218048592,0.570803743,0.443183187,0.83683285,0.034243084,0,0.400808267
34,0,0,0,0.49571138,0.741301187,0.429747291,0.120232224,0.703293235,0.50300765,0,0.271095853
34,0,0,3,0.266046004,0.153037443,0.079388579,0.663856134,0.501052024,0.055732105,0,0.417324335
36,0,0,1,0.374633437,0.291809073,0.394826574,0.01455326,0.713010499,0.149642975,0,0.432680217
40,0,0,2,0.055912303,0.714681783,0.058112318,0.75444781,0.131559648,0.054697956,0,0.288788095
36,1,0,0,0.4190618,0.5832976,0.352998706,0.221997361,0.488039782,0.334594864,0,0.088307183
33,0,0,0,0.549689083,0.332057858,0.229818903,0.301829393,0.264118976,0.249851453,0,0.22357236
35,0,0,0,0.440468436,0.576466268,0.062366674,0.07395541,0.011499645,0.34756793,0,0.256578525
35,0,0,1,0.032234596,0.432328345,0.111878487,0.249585452,0.807830457,0.019075984,0,0.472566056
39,0,0,2,0.038959356,0.263951151,0.361383221,0.430568153,0.823919001,0.014076229,0,0.093471603
42,0,0,0,0.384095845,0.524371697,0.669501144,0.300419083,0.63952849,0.275695615,0,0.23787917
24,0,1,3,0.067216249,0.815597715,0.434992058,0.492925443,0.390344774,0.07504146,0,0.688606454
44,0,1,1,0.116033927,0.353538674,0.804922257,0.432502693,0.78025071,0.056152995,0,0.459122216
34,0,0,2,0.030772019,0.552229615,0.458092183,0.339963273,0.071180234,0.02326091,0,0.501176773
38,0,1,0,0.505124204,0.418467231,0.281055317,0.25338924,0.496227696,0.289341442,0,0.396913866
29,1,0,0,0.414334353,0.468295385,0.236023641,0.217175596,0.065479299,0.265596182,0,0.27738374
36,0,0,2,0.206449151,0.648304299,0.014070339,0.523434339,0.398486525,0.183207399,0,0.137956436
29,1,0,0,0.043835555,0.340764333,0.499951285,0.492862911,0.801307855,0.020447097,0,0.071396369
40,0,0,2,0.338589958,0.742126816,0.151585514,0.367206723,0.586374396,0.34395625,0,0.38957778
31,0,0,0,0.054238944,0.159363041,0.648539721,0.240265788,0.280654533,0.011831773,0,0.553597215
29,0,0,0,0.081114451,0.500646648,0.417316398,0.093329098,0.727351894,0.055587937,0,0.007996375
34,0,0,0,0.393284114,0.528775835,0.134215511,0.214856008,0.772077251,0.284661681,0,0.363577169
32,0,0,2,0.378399668,0.603221837,0.296870797,0.408616167,0.232582026,0.312448762,0,0.114913843
33,0,0,2,0.245687456,0.349588551,0.143842515,0.026840906,0.599545875,0.117568558,0,0.016695942
42,0,0,1,0.300003931,0.614194741,0.623250053,0.36756422,0.033091441,0.252222628,0,0.780574589
36,0,0,0,0.590592831,0.258396212,0.476872575,0.051619046,0.227879759,0.20889369,0,0.47444144
40,0,1,0,0.376702986,0.435961188,0.164803339,0.30618804,0.919583286,0.224800823,0,0.32580142
35,0,0,0,0.362798756,0.520666954,0.427913964,0.37385462,0.810522407,0.258569211,0,0.417384686
32,0,0,0,0.197848182,0.669035623,0.519953844,0.26997329,0.576909331,0.181189203,0,0.126977096
34,0,0,1,0.302110847,0.376350687,0.335516919,0.084610459,0.026664489,0.155635992,0,0.597366679
46,0,0,0,0.227303372,0.523310317,0.225295148,0.165133246,0.808335245,0.162823161,0,0.517264151
28,0,0,2,0.152479771,0.576920163,0.294136242,0.022138555,0.154516954,0.120414547,0,0.315399506
33,0,0,2,0.380942947,0.523437886,0.227758185,0.53923893,0.081091803,0.2729456,0,0.699040324
38,0,0,1,0.113007483,0.091473402,0.440422789,0.434896831,0.561342839,0.014149889,0,0.499169807
36,0,0,0,0.123548775,0.603776008,0.596988669,0.714511352,0.098012074,0.1021093,0,0.167257842
38,0,0,2,0.203548021,0.489815706,0.479333675,0.315840843,0.252460483,0.136474213,0,0.061534663
45,0,1,0,0.339738724,0.447251162,0.312594561,0.777373417,0.863874609,0.207992433,1,0.382000626
38,0,0,2,0.711820992,0.649260834,0.280525173,0.227572823,0.589644003,0.63261721,0,0.388375304
41,0,0,0,0.113050845,0.439787943,0.128967447,0.57920281,0.797943561,0.068056269,0,0.262320224
37,0,1,0,0.497539036,0.721015013,0.389435772,0.494562924,0.134209925,0.491046335,0,0.006630629
39,0,0,0,0.523543446,0.448888204,0.322566203,0.147367356,0.743697289,0.321693234,0,0.287739254
39,0,0,1,0.612170934,0.453525894,0.30921086,0.365291542,0.312963075,0.380036929,0,0.556458683
30,0,0,0,0.270452396,0.570168664,0.29010638,0.062945319,0.703825887,0.211079076,0,0.188201476
41,0,1,1,0.33354442,0.492043944,0.089917409,0.343306346,0.859166795,0.224651114,0,0.376181693
36,0,0,0,0.30131932,0.567498858,0.129185436,0.493805101,0.279806771,0.234068502,0,0.593554389
34,0,0,2,0.037095892,0.736933165,0.326393332,0.605070991,0.641959917,0.037420099,0,0.440563031
37,0,0,0,0.142654478,0.679571887,0.668396973,0.458392304,0.404150759,0.132700274,0,0.562577577
33,0,0,2,0.507037381,0.369848576,0.560573212,0.356887134,0.887960711,0.256693538,0,0.291107095
36,0,0,0,0.536202419,0.374149985,0.39312315,0.85847232,0.222582745,0.274615792,0,0.631426653
38,0,0,2,0.005651465,0.587828379,0.246735725,0.231448361,0.434912896,0.004547394,0,0.336912219
28,1,0,1,0.239251852,0.513871055,0.268682535,0.30847283,0.676119352,0.168290837,0,0.771229671
33,0,0,0,0.470688441,0.592371173,0.392916381,0.167174197,0.625156652,0.38166159,0,0.492085667
31,0,0,2,0.944992723,0.609113878,0.502294026,0.408464299,0.402564608,0.787912454,1,0.723533052
34,0,0,1,0.415862693,0.372886995,0.407020302,0.044468985,0.042179578,0.21226491,0,0.268615959
35,0,0,0,0.186590918,0.433815813,0.889341542,0.511998569,0.701348498,0.110801818,0,0.377617048
38,0,0,0,0.447930161,0.480904986,0.609623133,0.565685289,0.138796257,0.294863212,0,0.785757124
36,0,0,1,0.243300388,0.359225409,0.634142189,0.121836104,0.928678052,0.119635717,0,0.049272155
37,0,1,1,0.097942173,0.501903317,0.484024071,0.115071946,0.094440254,0.067288494,0,0.256916115
35,1,0,3,0.568216536,0.620200213,0.05491108,0.517211271,0.46364775,0.482388322,0,0.42553295
28,0,1,0,0.161752172,0.734694042,0.682308063,0.850823916,0.411213034,0.162670066,0,0.23322089
33,0,0,1,0.289747968,0.597319849,0.547052077,0.48664211,0.67824858,0.23690725,0,0.503724331
29,0,0,2,0.376915754,0.27795015,0.312169299,0.400302367,0.808699397,0.143404312,0,0.353468665
39,0,0,2,0.333081995,0.278494346,0.126986577,0.749751438,0.590277346,0.126975095,0,0.349626572
27,0,0,0,0.033132567,0.354203063,0.041992364,0.499309907,0.644118704,0.016064174,0,0.315402518
40,0,0,0,0.01226939,0.578274805,0.278459044,0.481417413,0.393244811,0.009711991,0,0.336965303
33,0,0,0,0.394146388,0.415771416,0.680993697,0.023555552,0.208422152,0.224317515,0,0.640639357
40,1,0,2,0.46378098,0.545959704,0.058478263,0.141772577,0.34952436,0.346596785,0,0.178420594
33,0,0,0,0.130537275,0.236580488,0.861273525,0.265142767,0.499970557,0.042273136,0,0.21623431
34,0,0,2,0.589518982,0.689944337,0.163028057,0.417892248,0.352234146,0.55675337,0,0.364656912
38,0,0,0,0.621395409,0.617059364,0.193060027,0.279086076,0.201104528,0.524863042,0,0.315993109
40,0,0,1,0.260531531,0.346004876,0.114001305,0.33553254,0.130527006,0.123393851,0,0.305931392
35,0,0,2,0.434709786,0.465398957,0.301167487,0.389619103,0.729549089,0.276933713,0,0.633758708
32,0,1,0,0.246679432,0.37325111,0.799970488,0.206499464,0.558365837,0.126033226,0,0.190880367
32,0,0,1,0.024612478,0.270421658,0.36934814,0.88792047,0.310150354,0.009110618,0,0.238157657
34,0,0,2,0.136261136,0.43652234,0.459569322,0.586782456,0.666488355,0.081419698,0,0.22248595
36,0,0,0,0.085214967,0.457384432,0.897449558,0.269256255,0.385760915,0.0533517,0,0.648533847
34,0,0,2,0.370376194,0.436319128,0.45793729,0.131097222,0.182572223,0.221206724,0,0.225548136
40,0,0,2,0.088595787,0.600118783,0.287443114,0.343553819,0.714589139,0.072778197,0,0.208798969
41,0,0,1,0.383405138,0.263366833,0.447495648,0.74746262,0.176648191,0.138219723,0,0.433213214
34,0,1,2,0.233630886,0.526315974,0.079386763,0.456435194,0.558511776,0.168316935,0,0.244308463
40,1,1,2,0.002167428,0.467676078,0.448606218,0.114314538,0.2263775,0.001387525,0,0.361102185
37,0,0,2,0.269940392,0.177022698,0.788236784,0.257089232,0.409350084,0.065410555,0,0.167016997
39,0,1,1,0.364240826,0.413192029,0.205170926,0.049544869,0.909673751,0.206011547,0,0.055852302
40,0,1,0,0.35215264,0.359537923,0.455864706,0.31766704,0.750795221,0.173311212,0,0.541803588
36,0,0,2,0.171629599,0.338562813,0.670014993,0.556690597,0.90600329,0.079539425,0,0.010890059
33,0,0,0,0.372954336,0.655347379,0.298328705,0.401859544,0.237692369,0.33456325,0,0.305931392
36,0,1,1,0.820209069,0.445420856,0.15035959,0.804155366,0.382130286,0.50008764,0,0.339654678
42,0,0,1,0.114922123,0.457484714,0.601960176,0.116900928,0.564094705,0.071966641,0,0.338793098
42,0,0,0,0.143413513,0.794883361,0.211734669,0.108098153,0.844011777,0.15604307,0,0.031024694
37,0,1,0,0.403109494,0.390545706,0.294600019,0.241385191,0.378475743,0.215499318,0,0.555445976
33,0,0,0,0.265493049,0.482517467,0.496538717,0.633012471,0.624354886,0.175354615,0,0.728922551
29,1,1,1,0.141762577,0.612294892,0.312945346,0.409309133,0.427743084,0.118815539,0,0.174956628
33,1,0,0,0.726488043,0.205748414,0.634720402,0.106706348,0.309600464,0.204604873,0,0.400402374
26,0,0,2,0.411184984,0.45931746,0.705265625,0.1502154,0.006425593,0.258524202,0,0.110331313
35,0,0,2,0.730621159,0.603866349,0.162298324,0.44456115,0.818135827,0.603926492,0,0.244275696
23,0,0,0,0.355851486,0.409999083,0.501349864,0.034151797,0.4688121,0.199711317,0,0.080598438
35,0,0,1,0.235286471,0.45008555,0.681981834,0.485712004,0.830705894,0.144958282,0,0.409529905
42,1,0,0,0.47201063,0.421662758,0.644777352,0.45074894,0.782293023,0.272438217,0,0.545365446
37,0,0,0,0.049395005,0.426900373,0.516158177,0.864608456,0.569451283,0.02886427,0,0.708716214
32,0,0,1,0.234588446,0.551415241,0.353247309,0.057543736,0.774769519,0.177066495,0,0.514965316
33,0,0,2,0.112671969,0.389909803,0.471379462,0.539156031,0.610736112,0.060135516,0,0.031447114
28,0,0,0,0.258056063,0.346703927,0.505302657,0.888370581,0.130737236,0.122468341,0,0.358269878
33,0,0,0,0.017306007,0.609931607,0.239156872,0.464607763,0.78020953,0.014448708,0,0.050393263
35,0,0,1,0.149088305,0.453227061,0.598196391,0.426011582,0.510211792,0.09249333,0,0.145823243
36,0,0,0,0.66840676,0.609666677,0.507962311,0.830806234,0.874741432,0.557807434,1,0.581889652
34,0,0,0,0.268972257,0.688197787,0.507858098,0.391943383,0.955930184,0.25337967,0,0.40135246
30,0,0,2,0.451689595,0.44152969,0.086655397,0.558611051,0.069245497,0.272992682,0,0.25834688
36,0,0,1,0.142038372,0.459294384,0.683887714,0.368919057,0.004101933,0.089299253,0,0.072721809
36,0,0,0,0.643120767,0.7058034,0.228443184,0.225970609,0.307331939,0.6213371,0,0.019172129
36,0,0,1,0.072339649,0.49735918,0.624094516,7.02E-05,0.760214602,0.049249014,0,0.348067658
40,1,0,0,0.258675487,0.566932092,0.156651991,0.937166166,0.144776578,0.200741573,0,0.881075016
27,0,1,2,0.581162481,0.52868791,0.285126668,0.104506288,0.251018192,0.420579358,0,0.116115003
50,0,1,0,0.303040204,0.551114368,0.995478032,0.198233021,0.185123186,0.228608824,0,0.563880868
42,0,0,0,0.168673803,0.441862334,0.626814202,0.473860459,0.485119435,0.102020072,0,0.429960964
32,0,0,3,0.30299672,0.723246869,0.453543753,0.253575479,0.331290283,0.299968392,0,0.205358666
33,0,1,0,0.481247517,0.460146068,0.556524243,0.4166264,0.58035283,0.30312044,0,0.123682056
38,0,0,1,0.040056406,0.20238422,0.127743415,0.074184999,0.082690308,0.011096848,0,0.718501426
42,0,1,0,0.081794031,0.519978401,0.295097613,0.220008305,0.48791397,0.058218086,0,0.432613444
34,0,0,3,0.575661199,0.524585682,0.518052187,0.199006586,0.048714611,0.413365662,0,0.128442103
50,0,0,2,0.800050036,0.459101901,0.069747972,0.377754243,0.659336801,0.502779135,0,0.217742456
33,0,1,2,0.460790535,0.15604143,0.019488819,0.627741015,0.906821685,0.098422519,0,0.138170839
32,0,0,3,0.147047331,0.764334137,0.918590112,0.655570808,0.43515914,0.153847842,0,0.222271575
34,0,1,0,0.166792785,0.38369712,0.252321788,0.203773806,0.546943341,0.087602562,0,0.26519614
38,0,0,2,0.376066573,0.348274066,0.580588031,0.480220186,0.252181314,0.179282077,0,0.721730631
42,0,0,1,0.074903599,0.446369143,0.894945659,0.456303406,0.631630245,0.045766516,0,0.28135584
31,0,0,0,0.467550824,0.632978451,0.695662411,0.17161555,0.601530464,0.405106077,0,0.326043731
28,0,0,1,0.384740797,0.581012423,0.292088116,0.125889742,0.280934152,0.30598819,0,0.037220453
33,0,0,0,0.472656676,0.587819056,0.178118811,0.293498978,0.059733543,0.380312381,0,0.409529905
33,0,1,0,0.570201825,0.585048277,0.304462955,0.247870368,0.165134015,0.456637226,0,0.075203604
37,1,0,2,0.077631587,0.264389108,0.056495681,0.637924581,0.246291611,0.028095258,0,0.79691035
37,0,0,0,0.075966499,0.486631673,0.611583019,0.66028169,0.55746863,0.050602677,0,0.430977065
27,1,0,2,0.166585841,0.519949259,0.288491488,0.600987069,0.707840605,0.118563239,0,0.919022785
44,0,1,2,0.402852332,0.575272868,0.167383273,0.578271537,0.734248605,0.317227464,0,0.499988295
38,0,1,1,0.607673335,0.689720926,0.649656877,0.137980613,0.793433346,0.573712865,0,0.514244858
40,0,1,0,0.441378911,0.442728121,0.643659385,0.443838179,0.972991988,0.26748516,0,0.347005958
41,0,0,3,0.375623388,0.485750062,0.089598937,0.567184623,0.134221096,0.249756325,0,0.469055918
30,0,0,0,0.177109585,0.676639968,0.726831589,0.721289894,0.004492848,0.164040362,0,0.126946079
42,0,0,0,0.612260491,0.631879258,0.49565181,0.326095239,0.531470599,0.529567521,0,0.053399243
34,0,0,0,0.035134891,0.426123812,0.326446291,0.441623167,0.489729991,0.020493938,0,0.262566471
41,0,0,3,0.305399634,0.580520819,0.096435754,0.339854803,0.83269568,0.242681862,0,0.02373389
38,0,0,0,0.700884161,0.317002318,0.392966791,0.078635014,0.807853815,0.304130299,0,0.600197939
37,0,1,1,0.145344179,0.517337716,0.746940898,0.148241887,0.656278936,0.102925454,0,0.132907579
39,0,0,1,0.250470126,0.625133584,0.150288616,0.440140538,0.801338155,0.214328424,0,0.392999884
34,0,1,0,0.156981526,0.402317325,0.170331703,0.100021151,0.302953124,0.086450655,0,0.250541074
36,0,0,1,0.03249823,0.416409797,0.185804573,0.202385557,0.791009131,0.018523867,0,0.559771309
32,0,0,0,0.307901465,0.454444202,0.281765693,0.394959293,0.726784943,0.191532876,0,0.15855716
33,0,0,0,0.336409104,0.477092441,0.339142314,0.554029526,0.1390609,0.219695561,0,0.07257147
37,1,1,2,0.336665576,0.495592956,0.188095687,0.93713561,0.313307469,0.228388821,0,0.117129656
40,0,0,0,0.193275947,0.553022828,0.983391178,0.70653174,0.795481024,0.146309281,0,0.358933497
32,1,0,0,0.682181883,0.481586399,0.380277541,0.482961079,0.184462708,0.449702602,0,0.226556899
38,0,1,0,0.561809002,0.399647193,0.727422702,0.213451934,0.726180155,0.307338146,0,0.345422441
34,0,0,2,0.013470096,0.54181501,0.445410361,0.374365651,0.221289092,0.009990167,0,0.318070656
29,0,0,2,0.272013277,0.836817315,0.110577917,0.471800105,0.626275434,0.311581574,0,0.721905428
32,0,0,0,0.429747639,0.577853748,0.044397346,0.502968383,0.653945554,0.339924479,0,0.104289196
26,0,0,0,0.07708337,0.571044177,0.422861313,0.261581797,0.609286995,0.060253379,0,0.587091891
41,0,0,0,0.619354585,0.609599574,0.58175916,0.070629538,0.852248784,0.51681489,0,0.344147131
41,0,0,0,0.56354097,0.524220985,0.874968333,0.003432036,0.034750481,0.404381151,0,0.366949265
34,0,1,1,0.236625871,0.544095291,0.267924556,0.398739224,0.026498898,0.176233392,0,0.283523926
41,0,0,0,0.473988795,0.536469824,0.221176383,0.196115663,0.622135062,0.348068226,0,0.307323591
30,0,1,0,0.323609403,0.430177506,0.023392436,0.251281264,0.531661081,0.190554775,0,0.351723053
31,0,0,0,0.402344646,0.420817569,0.115355745,0.563037913,0.593970552,0.231762462,0,0.371076365
35,0,0,0,0.093204762,0.609409066,0.149075801,0.451832917,0.159965113,0.077749574,0,0.057928362
