ages,gender,religion,role,agr_bhv,rel_fnt,hst_twd_for,lvl_rct_act,crt_agr_lvl,is_current_threat
34,0,0,0,0.054217703,0.290332597,0.166320231,0.924151719,0.358080928,1
38,0,0,0,0.409015393,0.763164333,0.045683094,0.537681734,0.939883027,1
33,0,0,0,0.428847307,0.266889996,0.919214138,0.458397352,0.505490081,0
41,0,1,0,0.244930655,0.405074023,0.372804091,0.99384123,0.192173885,0
31,1,0,0,0.13491531,0.302538994,0.105012754,0.413273363,0.985868041,0
31,1,0,0,0.350285356,0.222786585,0.485382874,0.99895615,0.430635599,0
24,0,1,0,0.658241135,0.664513966,0.077758387,0.989404582,0.62809601,0
34,0,0,1,0.097915156,0.888129001,0.752057558,0.257970135,0.329410324,0
29,0,1,2,0.283237202,0.872292073,0.575800283,0.626296549,0.468989837,1
43,0,1,2,0.49746936,0.71783729,0.215175242,0.861321169,0.452015433,0
35,0,0,0,0.719101915,0.570165124,0.585876798,0.707915683,0.540902889,0
38,0,0,2,0.978568841,0.93947164,0.408705388,0.791314945,0.140655525,0
40,1,1,0,0.233465899,0.548410543,0.13390319,0.669598607,0.135715082,0
38,0,1,0,0.250327071,0.052193503,0.724276568,0.039833696,0.207437065,0
50,1,0,0,0.19160896,0.028057128,0.819614103,0.02236909,0.851900571,1
40,0,0,0,0.301542394,0.147387913,0.471564527,0.941397647,0.786194952,1
40,0,0,0,0.498087692,0.086162517,0.789272287,0.741033934,0.577492092,0
36,0,0,0,0.216082754,0.789756594,0.356410286,0.697505091,0.092977714,0
40,0,1,2,0.070560135,0.664333114,0.566753799,0.70368392,0.236752659,0
50,0,0,0,0.150224656,0.656338929,0.009652142,0.751091145,0.420404473,0
34,0,0,0,0.507246992,0.200560921,0.201355369,0.821683851,0.741942972,1
37,0,0,2,0.425936939,0.051946479,0.518429937,0.932430202,0.667974485,0
28,1,0,0,0.146876928,0.217944185,0.254098185,0.030521774,0.135627529,1
36,0,0,0,0.182722931,0.875379031,0.236588606,0.806472667,0.266364352,0
38,0,1,0,0.27096153,0.169357262,0.095469254,0.390892721,0.128674004,0
31,0,0,0,0.214712879,0.926482001,0.607336975,0.879522244,0.077678776,0
42,0,0,0,0.472420283,0.278339364,0.406768853,0.982395162,0.776962369,0
36,0,0,0,0.129895097,0.560800732,0.690015509,0.333431298,0.286005349,0
34,0,0,0,0.915435867,0.342170582,0.547367464,0.947521398,0.997824577,0
30,1,0,0,0.694719454,0.078389241,0.253606691,0.61874252,0.755384206,0
34,0,0,0,0.874246777,0.297364566,0.675567107,0.774833014,0.022163393,0
31,0,0,1,0.958614252,0.134279427,0.124333585,0.207474144,0.61233387,1
44,0,1,0,0.695839422,0.530922294,0.690740735,0.454141013,0.726788928,0
32,0,1,0,0.728787693,0.64875666,0.793971533,0.293516402,0.168476812,0
28,0,1,3,0.943147506,0.600273061,0.349902516,0.194313197,0.451113354,0
43,0,1,1,0.976059324,0.865101178,0.210799698,0.81969908,0.010179939,0
39,0,0,0,0.880266943,0.629821222,0.105157024,0.717062462,0.977765241,1
33,0,0,0,0.572129102,0.635579763,0.208405379,0.114841335,0.163106184,0
39,0,0,1,0.288170529,0.814561588,0.019604237,0.224116309,0.402367526,0
54,0,1,0,0.198948882,0.027022827,0.95192792,0.618235989,0.312983035,0
35,0,1,0,0.134086106,0.731070416,0.983649828,0.141595609,0.592639714,1
39,0,0,1,0.141037098,0.847081975,0.051343345,0.696802176,0.436180982,1
35,0,0,0,0.971612778,0.161152135,0.766879707,0.897129927,0.870068179,0
37,0,0,1,0.042678885,0.372097998,0.461671939,0.890053369,0.013524862,1
34,0,0,2,0.757672326,0.742081575,0.020327071,0.26871294,0.673188597,0
36,1,0,0,0.970172358,0.265515091,0.655362243,0.602614575,0.813925428,0
33,0,0,0,0.187493065,0.649416832,0.455342934,0.800139904,0.988336616,0
49,0,0,0,0.727061243,0.345863161,0.190412229,0.878694777,0.76640891,0
40,0,0,2,0.915194484,0.936000256,0.555444914,0.712242482,0.951735472,0
45,0,0,0,0.20766837,0.037246388,0.656653404,0.310556808,0.969649741,0
25,0,0,1,0.900130761,0.744259462,0.123418276,0.928114792,0.546317968,1
32,0,0,0,0.772017288,0.931486108,0.522935756,0.575421946,0.833174874,0
34,0,0,1,0.942614569,0.534834549,0.786194424,0.82868278,0.049171053,0
32,0,0,1,0.974427372,0.415805459,0.559228798,0.200478337,0.833195483,1
34,0,0,0,0.993272394,0.71326716,0.195626011,0.96152419,0.583480135,1
26,0,1,2,0.704031471,0.870073225,0.865461426,0.094966096,0.839130043,0
29,0,0,0,0.418435916,0.424768423,0.677861964,0.789043361,0.665085975,0
33,0,1,0,0.208468977,0.189550823,0.220688,0.637686081,0.935221075,1
34,1,0,2,0.348394018,0.55816106,0.5335068,0.570910295,0.180605653,0
46,0,0,3,0.33647062,0.025466596,0.961971386,0.65295552,0.140005753,0
35,0,1,0,0.272369408,0.540791673,0.997962332,0.047619796,0.830592455,0
40,0,1,0,0.26019184,0.384322493,0.025696505,0.587742452,0.178343115,0
41,0,0,1,0.17607353,0.403303223,0.549797072,0.511849934,0.833416099,1
35,0,0,3,0.255969984,0.699444655,0.110622515,0.514376391,0.886247678,1
21,0,0,0,0.996800037,0.826137835,0.690954903,0.541904092,0.856748262,0
37,1,0,0,0.874728865,0.053336912,0.944605357,0.057163201,0.866480521,0
34,0,0,1,0.663198789,0.286172342,0.109059358,0.266561397,0.323234345,1
32,0,0,3,0.807648564,0.236625212,0.636410351,0.462615031,0.917603889,0
54,0,0,0,0.525296945,0.767374441,0.698860293,0.991790966,0.390358612,0
33,0,0,2,0.902540338,0.721455752,0.511565216,0.73687132,0.721432139,1
37,0,0,0,0.662898182,0.744569734,0.439146311,0.543074683,0.516581961,0
36,0,0,0,0.072866544,0.68814922,0.522487836,0.824427558,0.278727903,1
33,0,1,0,0.607669748,0.556434549,0.32830522,0.855369093,0.555477898,0
39,0,0,0,0.252741376,0.357499243,0.739603111,0.473719816,0.752538732,1
39,0,0,0,0.501829863,0.756236261,0.776226235,0.460848542,0.128446016,1
33,0,1,0,0.687475699,0.928514047,0.961035499,0.670887198,0.7336825,1
36,0,0,0,0.375334111,0.373330256,0.407797014,0.323987026,0.859458962,0
29,0,0,0,0.793005746,0.130137063,0.872260421,0.299387731,0.011676064,0
34,0,0,0,0.892181695,0.784854547,0.109858542,0.619556188,0.668778075,0
36,1,0,0,0.631422,0.88883472,0.950205486,0.243369908,0.616366472,0
39,0,0,2,0.342923629,0.431910657,0.496139065,0.465020206,0.266569176,1
33,0,0,0,0.607092716,0.576339951,0.096337618,0.420890538,0.079363059,0
37,0,0,0,0.579696146,0.977642155,0.35688442,0.505956914,0.746573242,0
36,1,0,0,0.927823847,0.155799271,0.327932875,0.540785754,0.415471327,0
42,1,0,1,0.762972528,0.671476565,0.655425315,0.873868904,0.849599382,1
38,0,0,0,0.438097038,0.648268185,0.205882728,0.408025284,0.082719015,0
38,0,1,0,0.621678515,0.845062019,0.952863603,0.973590112,0.32161735,0
34,0,0,1,0.271638203,0.111111178,0.929449501,0.212209317,0.153056631,0
40,0,0,2,0.241507449,0.562423493,0.860527266,0.90871822,0.595254368,0
26,0,1,0,0.227681692,0.188625696,0.662782519,0.642611491,0.032754271,0
39,0,1,1,0.921748104,0.410607214,0.65186067,0.110029037,0.813066136,0
31,0,0,2,0.810574509,0.962357713,0.642004532,0.480431152,0.682436912,1
42,1,0,2,0.971879894,0.494710213,0.599815763,0.211720788,0.608804735,0
31,0,0,2,0.89226368,0.756576707,0.302634267,0.438244645,0.661712436,1
44,0,0,1,0.220732606,0.850069944,0.43374712,0.652900539,0.46247692,0
34,0,0,0,0.585480871,0.730644583,0.046325895,0.485499298,0.980622998,0
31,0,0,0,0.66989101,0.9028207,0.337039197,0.140940597,0.70975945,0
40,0,0,0,0.89288111,0.477773998,0.124157372,0.565417791,0.753197601,0
32,0,0,0,0.003718614,0.550410541,0.266503927,0.522561211,0.529627285,0
31,0,0,0,0.694690722,0.528328774,0.661000988,0.893141807,0.304075216,0
39,0,0,3,0.648204575,0.884525717,0.084909495,0.264788227,0.344097616,0
32,0,0,0,0.652027343,0.182181629,0.582346968,0.225994632,0.101445092,0
32,0,0,0,0.811344265,0.382327733,0.683815483,0.511532869,0.751174727,1
32,0,0,1,0.560475836,0.743479271,0.906110578,0.432770852,0.247625302,0
36,1,0,0,0.078422356,0.282751934,0.078021974,0.690477139,0.743032768,0
34,0,0,2,0.52430306,0.806722304,0.104031213,0.035559358,0.929559751,0
33,0,1,1,0.36342678,0.818763775,0.456031691,0.636230486,0.993119352,0
32,0,0,1,0.376036937,0.322307673,0.723311321,0.8481872,0.712894486,0
39,0,0,0,0.789138213,0.60861214,0.086438348,0.771653874,0.103775329,0
29,0,0,1,0.211783092,0.279851892,0.475557957,0.765680562,0.929766317,0
29,0,0,2,0.932107004,0.401662337,0.039814808,0.424930209,0.30368723,0
39,0,0,0,0.122533136,0.810114119,0.035138647,0.407926222,0.198388113,1
36,0,0,0,0.975244564,0.344775208,0.540631552,0.034088873,0.51826086,1
44,0,1,0,0.722515226,0.064284263,0.767031829,0.137093277,0.469339166,0
40,0,0,3,0.60624013,0.65482557,0.746458316,0.042520888,0.08749135,1
44,0,1,2,0.08302855,0.824895166,0.21923181,0.463215285,0.690748495,1
37,1,1,1,0.059731651,0.696044902,0.586343207,0.047745406,0.578136779,0
40,0,1,0,0.780953316,0.198826698,0.078236989,0.611518057,0.000800443,0
35,0,0,2,0.596383948,0.022987561,0.363431509,0.3915236,0.799672613,0
30,0,1,1,0.453844158,0.301105514,0.527623309,0.157051733,0.642750367,0
28,0,0,0,0.080399013,0.824062895,0.1594315,0.80325646,0.788081095,0
34,0,0,2,0.776373592,0.062427923,0.535183456,0.7039836,0.471301445,0
24,0,0,2,0.540120524,0.049655986,0.450632874,0.010941947,0.530539681,0
27,0,0,0,0.301540492,0.00315099,0.31595586,0.402925418,0.815279705,0
38,1,0,2,0.204838422,0.188459681,0.402126633,0.253619953,0.309681488,1
38,1,0,1,0.45862845,0.225114979,0.946663054,0.75687745,0.432690423,0
32,0,1,0,0.54157439,0.75576011,0.400133327,0.204320912,0.981810311,1
34,0,0,1,0.672019789,0.511960305,0.642832053,0.676902141,0.516637154,0
37,0,0,2,0.272628635,0.928625298,0.641024013,0.856436056,0.001338404,0
39,0,0,0,0.277590924,0.333742022,0.445901328,0.953879557,0.150374893,1
42,0,1,0,0.453654306,0.344756732,0.694203702,0.290072948,0.138242933,0
31,0,0,0,0.87663215,0.50333898,0.427606542,0.423702206,0.489792894,1
40,0,0,2,0.601840593,0.350461603,0.737704086,0.550676641,0.878238766,1
36,0,1,2,0.3358579,0.335488807,0.868754871,0.780832143,0.331275792,1
30,0,0,0,0.456503294,0.484027021,0.312280545,0.854113398,0.868246852,0
40,0,0,1,0.070571893,0.254533517,0.704156319,0.795830206,0.092461739,0
33,0,0,0,0.968452949,0.386337006,0.518886119,0.594058068,0.850905459,1
28,0,0,0,0.020857296,0.302432713,0.440431972,0.753293351,0.466430642,0
38,1,0,0,0.621897562,0.640620877,0.951602518,0.389398327,0.31610849,0
39,0,0,1,0.717099706,0.619619456,0.869859398,0.938829528,0.647961314,0
38,0,0,0,0.885916618,0.752186804,0.364655367,0.108854623,0.807506105,0
29,0,0,1,0.064663063,0.803039484,0.568928485,0.020893544,0.467843317,1
33,0,0,0,0.402347799,0.452089641,0.789306839,0.315439408,0.64707532,0
33,0,0,0,0.791698154,0.822712599,0.488546387,0.390126404,0.823431987,0
38,0,0,1,0.982982264,0.51602097,0.198928384,0.345273594,0.41321325,1
39,0,0,0,0.136582216,0.997235542,0.024022822,0.970813496,0.44840087,0
38,0,0,0,0.636396515,0.519518538,0.829803725,0.975349769,0.854883802,0
34,0,0,2,0.890728711,0.395808354,0.035567655,0.250325419,0.360923794,0
38,0,1,0,0.299084183,0.576797679,0.977308299,0.699633419,0.696659696,0
38,0,0,0,0.025207033,0.443745388,0.197262683,0.572087074,0.942674505,0
37,0,0,3,0.510195918,0.699597281,0.566653306,0.011903258,0.43995334,0
33,0,0,0,0.624486713,0.137375237,0.493387179,0.898596137,0.748102959,0
34,0,0,1,0.196673184,0.113435608,0.786705358,0.030976914,0.554453249,1
38,0,0,2,0.08029623,0.642565224,0.533664473,0.87329118,0.227552991,1
39,1,1,3,0.258212719,0.363649449,0.730722612,0.055538506,0.93886454,0
36,0,1,0,0.932162426,0.060438662,0.883610273,0.647133046,0.016886818,0
32,0,0,1,0.634888897,0.114199042,0.980978089,0.063938014,0.061600594,0
40,0,0,0,0.088518952,0.301576908,0.714567252,0.285868787,0.298406858,0
36,1,0,2,0.33277229,0.214186623,0.060285514,0.278011411,0.539878532,0
29,0,0,0,0.67870366,0.283974566,0.84406951,0.129966301,0.676929133,0
32,0,0,1,0.921848521,0.591980641,0.80251397,0.46262949,0.132834086,0
40,1,0,0,0.603607969,0.509391369,0.148462301,0.055057678,0.191124626,0
42,0,0,2,0.917644538,0.047133049,0.98450819,0.20538263,0.537365549,1
36,0,0,0,0.243617445,0.56066747,0.913669233,0.363129264,0.994436549,0
39,0,0,1,0.549147477,0.941030735,0.273301076,0.948772708,0.305889197,0
44,0,0,0,0.284117964,0.326572029,0.230425529,0.742767592,0.066662722,0
37,0,0,0,0.014026442,0.486568503,0.843095729,0.887101968,0.196742761,1
37,0,0,0,0.400856858,0.988457344,0.415530055,0.711607637,0.757823182,1
30,0,0,0,0.343165248,0.50777836,0.446542476,0.464068756,0.483635579,1
31,0,0,2,0.295707127,0.538870799,0.67758639,0.463878729,0.300074198,0
28,0,0,0,0.302252295,0.989828288,0.53388022,0.483128956,0.31068814,1
38,0,1,0,0.523577407,0.151127443,0.895725793,0.198385339,0.609276002,0
34,0,0,1,0.45393393,0.966799515,0.823994566,0.428755041,0.894484034,0
39,0,1,3,0.357776173,0.544634547,0.319282476,0.232016548,0.197312921,0
35,0,0,0,0.601539285,0.447193321,0.782064225,0.430473328,0.082902414,0
37,0,0,0,0.054119381,0.567238555,0.683208925,0.987537407,0.177790483,0
33,0,0,0,0.013050187,0.282905376,0.574665796,0.982398683,0.969567778,0
37,0,0,2,0.635975588,0.076309479,0.080204255,0.331155016,0.919578103,0
33,0,1,1,0.535321631,0.597576856,0.621279983,0.30786633,0.137434219,1
45,0,1,1,0.840865793,0.520725764,0.764977003,0.543740627,0.998334247,0
30,0,0,0,0.497933993,0.540957809,0.967204231,0.99065614,0.705459128,0
31,0,0,1,0.233572101,0.310137772,0.569055521,0.636209124,0.910831256,0
34,0,0,0,0.556212677,0.307543866,0.995101529,0.973928322,0.075908675,1
34,0,0,0,0.142025491,0.010229549,0.346356173,0.717948503,0.499507762,0
37,0,0,1,0.475894123,0.16302829,0.843165024,0.575169427,0.675240307,0
35,0,0,0,0.806693998,0.777052784,0.958282242,0.436207107,0.461625345,0
39,0,0,0,0.988214605,0.051221883,0.984239337,0.723200434,0.425756813,0
33,0,0,0,0.016289965,0.127244725,0.89267782,0.803383721,0.754170809,0
49,1,1,0,0.201674215,0.175799138,0.683010186,0.317304505,0.202175667,1
38,0,1,2,0.5500861,0.729294477,0.589760112,0.450463476,0.274484769,0
34,0,0,0,0.698282412,0.110572828,0.187908343,0.653144815,0.180788758,0
38,0,0,1,0.79581966,0.930316579,0.086739513,0.657057109,0.714981342,0
37,0,0,0,0.489165356,0.377544023,0.777788516,0.618133481,0.36396279,0
42,0,0,0,0.257225784,0.006824987,0.99006719,0.328941355,0.213630607,0
42,0,0,2,0.587369452,0.405636771,0.44546088,0.119904197,0.724829612,0
35,0,0,2,0.939505933,0.938709073,0.925642248,0.042229445,0.564464771,0
35,0,1,2,0.039831023,0.282576027,0.55970047,0.51667584,0.476117014,0
34,0,0,2,0.036153454,0.758377955,0.042303854,0.414221358,0.997192344,0
36,0,0,0,0.233137215,0.704384128,0.467502011,0.395683339,0.787998218,1
37,1,0,0,0.430469359,0.688401314,0.456055516,0.865984356,0.997427711,0
35,0,0,0,0.920265398,0.683863962,0.31270741,0.353684981,0.36671475,0
44,0,0,2,0.61999688,0.247906972,0.495653356,0.082523415,0.754969318,0
30,1,0,1,0.187190155,0.324131773,0.492871825,0.382497579,0.17396047,0
31,0,0,1,0.334501385,0.343335811,0.126036884,0.117352159,0.553866224,1
44,0,0,0,0.909574435,0.157878835,0.442206459,0.124868879,0.849940541,0
36,0,0,2,0.269193489,0.306868344,0.303447058,0.565450833,0.058120869,0
41,0,0,0,0.43918591,0.456625484,0.844111077,0.091644176,0.389843367,0
32,0,0,1,0.748082866,0.238793913,0.298480253,0.980608587,0.279625494,0
28,0,0,2,0.634355422,0.596432013,0.851839208,0.837960944,0.608133722,0
41,0,0,0,0.938480945,0.181022967,0.638302775,0.245431477,0.374840441,0
36,0,1,0,0.584113664,0.851962908,0.289174914,0.229582263,0.669520264,1
40,0,0,0,0.208234499,0.89910574,0.729987511,0.072728475,0.254255496,1
37,0,0,0,0.682113411,0.372504666,0.0135067,0.56378743,0.548344099,1
28,0,1,0,0.0847733,0.877204049,0.198589899,0.970099328,0.68813395,0
45,0,0,2,0.262156049,0.255623687,0.658507395,0.083359392,0.972484226,0
35,0,0,0,0.583579741,0.032525907,0.360222846,0.900014744,0.942886576,0
31,1,0,3,0.131715184,0.68812733,0.088989154,0.054615428,0.162728769,0
42,1,0,0,0.045758618,0.900788616,0.474511511,0.302340436,0.840233832,0
35,0,1,1,0.326714139,0.011040602,0.349614083,0.800440078,0.765929574,1
32,0,0,0,0.54850204,0.967663617,0.255435433,0.005216864,0.902644319,1
42,0,0,3,0.524322832,0.284734054,0.372709028,0.483628889,0.582889362,0
38,0,0,0,0.490840732,0.90852652,0.620955733,0.466015795,0.370097031,0
39,0,0,1,0.424761994,0.155386758,0.888142195,0.379973954,0.593697182,0
38,0,0,1,0.309559141,0.637038777,0.514349905,0.511901001,0.092295337,1
41,0,0,0,0.363081643,0.565655044,0.059397507,0.828092647,0.91572611,0
40,0,0,1,0.386700403,0.526999656,0.026091467,0.586806141,0.776561665,1
36,0,0,0,0.33584452,0.202059849,0.03338531,0.711689062,0.994907151,0
36,0,0,2,0.706222032,0.479096117,0.394196244,0.027987887,0.214857995,0
39,0,0,1,0.407939102,0.790301334,0.453003543,0.106327778,0.471659073,1
39,0,0,0,0.59256992,0.502653313,0.862781304,0.588286881,0.741656138,0
33,0,0,0,0.167991205,0.23548635,0.416904477,0.865479924,0.025206709,0
38,1,0,1,0.649184043,0.292126617,0.576409861,0.328704687,0.098987367,0
36,0,0,0,0.509302153,0.271628413,0.53039478,0.81755693,0.745923441,0
34,0,0,2,0.746131038,0.86791895,0.893115247,0.177043893,0.232574793,0
31,0,0,1,0.450102271,0.68258823,0.666885818,0.207346899,0.697739392,1
33,0,0,0,0.231977291,0.470040802,0.539848633,0.2839505,0.67450936,0
43,0,0,1,0.645727882,0.370625538,0.676287401,0.170782511,0.814527628,0
46,1,0,2,0.392657067,0.832042615,0.976042929,0.366340778,0.581924365,0
33,0,0,0,0.579662784,0.515572812,0.375837721,0.541763042,0.60598427,0
46,0,0,3,0.023209355,0.655654039,0.571804558,0.435050992,0.511202594,1
41,0,0,2,0.81581856,0.327424235,0.907494467,0.118392499,0.819747754,0
